API_Name,Category,Followers,
Overview News API,News Services,9,
Line Messaging API,Messaging,15,
HouseCanary Analytics API,Real Estate,7,
Federal Reserve Bank of St. Louis FRASER API,Data,4,
Oracle Monitoring Cloud Service API,loud,3,
YouTube Content ID API,Video,19,
W3C Indexed Database API,Database,1,
HeyZap Publishers API,Publishing,2,
Bootswatch API,Application Development,5,
Agora Interactive Broadcasting API,Streaming,10,
W3C Pointer Lock API,Tools,3,
Discord API,hat,50,
W3C Web Cryptography API,Security,3,
W3C The Permissions API,Application Development,3,
eSignatures.io API,Electronic Signature,6,
RESO RETS Web API,Real Estate,9,
Lionbridge onDemand Content API,ntent,3,
W3C Task Scheduler API,Time,2,
W3C File API,Tools,2,
Cenit IO API,iPaaS,7,
Cayan Merchantware Soap API,Payments,2,
W3C Vehicle Information Access API,Auto,12,
Contiki API,Travel,15,
The Grid API,Web Site Management,4,
MasterCard SpendingPulse API,dit Cards,9,
Auroras.live API,Astronomy,10,
Cayan Genius Line Item Display API,Payments,2,
W3C Input Method Editor API,Tools,2,
SimplyBook API,Booking,10,
W3C CSS Properties and Values API,Semantic Web,2,
Autodata Motorcycle API,Auto,15,
VocaDB API,Music,3,
Intelinyze API,Identity,3,
Clearbit Discovery API,Business,3,
Clearbit Reveal API,Business,4,
JivoChat API,hat,10,
Apiary Gist Fox API,Application Development,5,
W3C Visibility API,Images,3,
TagVault UCF Common Controls Hub API,mpliance,2,
Zephyr Enterprise REST API,Dashboards,8,
Microsoft Parature API,hat,2,
PSA Group Connected Car API,Internet of Things,10,
W3C Identifiers for WebRTC's Statistics API,WebRTC,2,
Chatra JavaScript API,hat,2,
Electric Imp Build API,IDE,2,
Recast.AI API,Bots,50,
Verizon ThingSpace Device Messaging API,Telephony,4,
TrackingMore API,Shipping,12,
Zang API,Telephony,5,
W3C Presentation API,Visualizations,2,
CRO Open Services Document API,Documents,1,
Curriki Search API,Education,5,
What Converts API,Sales,3,
DIDForSale API,Telephony,4,
Placeit API,Marketing,20,
Nanoscale API,API,11,
BeyondTrust PowerBroker Password Safe API,Security,3,
FINOU Maps API,Mapping,2,
GoldStar Trust Crowdpay API,Payments,2,
W3C Web Authentication API,Authentication,4,
Relinklabs Marlowe API,Jobs,4,
High-Tech Bridge SSL API,Security,2,
OrganiCity Permissions API,Accounts,3,
BloomSky API,Weather,25,
Zype API,Video,5,
LearnCube Virtual Classroom API,Education,8,
TinEye MobileEngine API,Recognition,5,
UCommerce API,mmerce,6,
GitHub Projects API,Database,3,
W3C Remote Playback API,Media,1,
Verisign Domainscope API,Domains,5,
Neuron API,Machine Learning,11,
OrganiCity Assets Discovery API,Data,3,
W3C Selection API,Tools,1,
IDICIA CNAM CallerID API,Telephony,2,
GDAX API,Bitcoin,141,
Syriaca.org Geographic API,Language,1,
PlaceILive Neighborhood Matching Engine API,Real Estate,6,
Pitney Bowes GeoCode API,Location,4,
Chrome Sender API,Video,6,
Fencer API,Data-as-a-Service,14,
Fitch Data API,Financial,12,
NetIQ API,Identity,5,
myTomorrows Medical Trials and Patient Treatments API,Healthcare,6,
Furkot Trips API,Travel,11,
MapQuest Real-Time Insights API,Mapping,3,
braapDB API,Sports,3,
MapQuest Data Manager API,Mapping,2,
WonderPush Management API,Notifications,4,
Acuant Web Services API,Identity,6,
Metamarkets API,Business,2,
Captcha Coin API,Bitcoin,20,
LostAndFound API,lassifieds,9,
Ruter Reise API,Travel,2,
EmailLabs API,Email,2,
Knewin News API,News Services,21,
ArubaOS API,Wireless,31,
Nativefier API,Tools,2,
The Nutritionix Track API,Nutrition,20,
Block Explorer REST API,Bitcoin,2,
Hillary Clinton Email Archive API,Politics,8,
datasnap.io Analytics API,Analytics,2,
datasnap.io Event API,Analytics,1,
throwawaymail getalias API,Random,3,
Bitport API,Torrents,8,
Connekt Infinite Scrolling WP API,Data,2,
Arukas API,DevOps,6,
Vizdum Flexible Push API,B2B,4,
Proximi.io REST API,Analytics,4,
Audiosearch Swagger API,Podcasts,6,
AIBMS Authipay Virtual Terminal Soap API,Payments,2,
AIBMS Authipay Web Service SOAP API,Payments,2,
MediaWiki Swagger API,Wiki,10,
PerimeterX Bot Defender API,Security,3,
SecureNet PayOS REST API,Payments,3,
Watchful Swagger API,Web Site Management,2,
PageLr Screenshot Service API,Screenshots,5,
Champions League Live Scores API,Sports,30,
IFSC Bank Codes API,Banking,29,
Zoom Connect SMS API,Messaging,1,
Booker Customer API,Booking,9,
Confirm API,Authentication,4,
INRFOOD REST API,Food,19,
shiftmail email analytics API,Analytics,5,
Winning Email API,Email,2,
Factual CPG Products API,Products,8,
Yunbi Swagger API,ptocurrency,1,
Harvard University CS50 Courses API,Education,7,
University Domains and Names Data List API,Lists,32,
Keyword Tool API,Keywords,18,
AccuZIP AccuTrace API,Mail,4,
AccuZIP CASS API,Mail,2,
City of Chicago Divvy Bicycle Stations - Historical API,cling,3,
City of Chicago Divvy Bicycle Stations API,cling,3,
Visual Search API,Images,12,
Cloud Elements Finance Hub API,Financial,5,
Cloud Elements eCommerce Hub API,mmerce,1,
Chicago Open311 API,Open Data,3,
PureCloud Web Services Data Dip Connector API,loud,2,
Moocher Reputation API,Security,7,
Clearstream API,Messaging,2,
MyChat API,Messaging,6,
Cloud Elements Sage Accounting Hub API,Accounting,2,
Cloud Elements Human Capital Hub API,Human Resources,5,
act! API,ntacts,4,
Breinify DigitalDNA API,Web Site Management,2,
Laminar Flight Data API,Data-as-a-Service,1,
Cloud Elements Cloud Storage Hub API,Documents,3,
Cloud Elements CRM Hub API,ustomer Relationship Management,3,
SkyWise Tiles API,Weather,4,
Apache Mesos API,Application Development,2,
Lateral.io API,Automation,2,
Visual Search API Image Recognition API,Search,8,
Laminar Aeronautical Data API,Data-as-a-Service,3,
Sensorberg API,Internet of Things,6,
DriveWealth FIX API,Stocks,3,
Lookup Country Information API,untries,6,
Laminar NOTAM Data API,Data-as-a-Service,1,
Laminar Data API,Data-as-a-Service,3,
Loggamera Heatpump API,Home Automation,2,
Validic Connect Partner API,Healthcare,9,
Inlite's Barcode Reader API,Barcodes,14,
Searx Administration API,Web Site Management,2,
DataCite MDS for Datacentres API,Data,2,
Ingenico Client API,Payments,6,
predict.io API,Engagement,13,
Zilkr API,Text,3,
Betfair Accounts RPC API,Gambling,1,
emSzmal Banking API,Banking,5,
WorkShare API,Documents,3,
CommoPrices API,Database-as-a-Service,9,
24sessions API,WebRTC,6,
IBM Bluemix Party Authentication API,Banking,3,
Kloudless Universal CRM Cloud API,ustomer Relationship Management,17,
Kloudless Universal File Storage Cloud API,Storage,4,
NASA EONET Events API,Science,3,
Campus Labs API,Education,4,
Convertio API,nversions,4,
Outlook Task REST API,Office,5,
NASA Asteroids Neo Feed API,Science,7,
Salesforce SOAP API,Enterprise,6,
Free Law Project RECAP API,Law,4,
IBM Bluemix Card Capture API,Banking,3,
SciStarter Data API,Data,4,
Mozilla Media Recorder API,Media,4,
NASA Asteroids Neo Browse API,Science,4,
NASA ECHO REST Web Services API,Science,4,
Office 365 Data Extensions REST API,Office,5,
Microsoft Azure Active Directory Graph REST API,Office,13,
VictorOps API,Developer Relations,2,
NASA Techport API,Science,6,
W3C Media Recorder API,Media,0,
Skyscanner Hotels Autosuggest Service API,Travel,7,
Skyscanner Referrals Service API,Travel,4,
Skyscanner Markets Service API,Travel,4,
Eredivisie Live Scores API,Sports,11,
Channel PEAR API,Entertainment,7,
IBM Bluemix Location Data Management API,Banking,4,
PlanGrid API,Planning,5,
Slack Events Webhooks API,Messaging,7,
IBM Bluemix Customer Agreement API,Banking,3,
IBM Bluemix Card Authorization API,Banking,2,
Orkiv Inventory API,Inventory,6,
SEO4Ajax Public API,SEO,4,
Text Control ReportingCloud API,Documents,6,
IBM Bluemix Transaction Authorization API,Banking,2,
W3C Screen Orientation API,Standards,5,
Open edX User API,Education,8,
Open edX Courses API,Education,21,
Microsoft Excel REST API,Office,19,
IBM Bluemix Reward Points Account API,Banking,2,
SMS Gateway Center API,Messaging,6,
FlightAware REST API,Air Travel,18,
Salesforce Industries REST API,Enterprise,5,
Salesforce Force REST API,Enterprise,15,
Salesforce Place Order REST API,Enterprise,5,
Streamaps API,Streaming,12,
Ambiverse Natural Language Understanding API,Natural Language Processing,5,
Clyp API,Audio,9,
Free IP Address Info API,Tools,7,
Reincubate App Stream Storage API,loud,4,
OwlBot Dictionary API,Dictionary,58,
CleanSpeak API,mmunity,6,
AT&T M2X Keys API,Internet of Things,2,
AT&T M2X MQTT API,Application Development,2,
Align Commerce API,Payments,1,
HERE Venue Maps API,Mapping,7,
HERE Weather API,Mapping,41,
Google Cloud Natural Language API,loud,17,
SNAP PAC REST API,Automation,6,
Nigeria Stock Exchange API,Financial,10,
pCloud API,loud,13,
HackathonWatch API,Hacking,6,
SatoshiPay API,Payments,5,
Spotter Inspection API,Forms,2,
AT&T In-App Messaging API,Applications,3,
Sports Open Data League Details API,Sports,9,
ShieldSquare Bot Prevention API,Bots,4,
Spzapi Sri Lanka Car Registration Lookup API,Auto,2,
HireAHelper API,Marketplace,2,
Snickers Media Encoding API,Video,2,
Telldus API,Home Automation,7,
Google Cloud Speech API,Transcription,36,
Qloo API,Recommendations,123,
Incomm Agent Solutions QPay API,Payments,3,
Pingeolo API,Location,8,
OpenDataSoft Dataset Records API,Data,3,
OpenDataSoft Real Time Push API,Data,3,
OpenDataSoft Dataset Search API,Data,3,
TelVue Princeton Server API,loud,2,
Twilio Sync API,Telephony,7,
Cric Match List API,Sports,9,
Cric Ball By Ball API,Sports,8,
EmailVoid API,Email,1,
Open Postcode Geo API,Location,7,
Roanuz Cricket Football Match API,Sports,1,
Rocket League Stats API,Games,76,
This is ANT+ API,Wearable,14,
Stat Counter API,Statistics,3,
Ex Libris bX API,News Services,1,
Ex Libris Voyager API,Library,2,
Flipkart Category Feed API,mmerce,14,
CoffeeSender REST API,Food,5,
Niland API,Music,16,
Flipkart Delta Feed API,mmerce,5,
Flipkart Search Query based on Keywords API,mmerce,16,
MessageBird Lookup API,Messaging,3,
Flipkart Orders Report API,mmerce,12,
Roanuz Cricket Authentication API,Sports,2,
Roanuz Cricket Season Stats API,Sports,1,
IP Find API,Software-as-a-Service,7,
Foodpairing API,Food,173,
Roanuz Cricket Season Points API,Sports,2,
Roanuz Cricket Match Over Summary API,Sports,1,
ScreenLab API,Recognition,7,
MessageBird Balance API,Messaging,1,
MessageBird Voice Messaging API,Messaging,4,
Keepit API,Data,3,
Trusted Shops Advanced API,mmerce,4,
Clearbit Risk API,ustomer Relationship Management,3,
Roanuz Cricket API,Sports,19,
Roanuz Cricket Ball By Ball API,Sports,14,
Roanuz Cricket Recent Seasons API,Sports,1,
Roanuz Cricket Player Stats API,Sports,9,
Kontomatik Banking API,Banking,4,
Unofficial Pokémon Go API,Games,428,
Sonar Webhooks API,Messaging,3,
GovDelivery API,Government,6,
QuantLayer Filings API,Financial,7,
Poké API,Games,21,
CognitiveSEO API,SEO,12,
Berlin Public Transport REST API,German,10,
Voiceably API,Voice,9,
Lucidworks API,Application Development,6,
Strap API,Healthcare,6,
DigiSigner API,Electronic Signature,7,
PuppetDB Query API,Software-as-a-Service,4,
Share.to API,WebRTC,4,
Text2Data API,Text,14,
Slack Bot RTM API,Bots,2,
TwentyThree API,Video,1,
ViaMichelin Web Services & Maps API,Mapping,7,
IDnow API,Identity,10,
MySite Auditor API,SEO,8,
PBXDom API,Telephony,2,
Dial-Once API,ustomer Service,8,
BlackBox API,Art,54,
UpCity API,SEO,3,
SEOMonitor API,SEO,10,
Cratejoy API,Subscriptions,12,
Gnip Audience API,Social,11,
Shipwallet API,mmerce,5,
Email Verifier API,Email,9,
Veeqo API,API,7,
Predix Parking Planning API,ities,15,
Predix Asset Data API,Internet of Things,6,
Skills Map API,Plugins,4,
React Mobile API,Safety,8,
oVirt API,Data,3,
Gini User Center API,Documents,2,
EtherScan Event Logs API,Bitcoin,3,
EtherScan Geth Proxy API,Bitcoin,1,
EtherScan Accounts API,Bitcoin,2,
YTS.MX API,Movies,96,
Buycraft API,Games,25,
MONEI Payment Platform API,Payments,3,
HackerOne API,Hacking,13,
iNaturalist API,Environment,35,
Citymapper API,ities,24,
HomeAway API,Rentals,25,
Bablic API,Translation,1,
Periscope Data CSV API,harts,3,
PandaDoc Templates API,Documents,4,
Harvard Art Museums API,Art,14,
Crosswalk Project Embedding API,Application Development,3,
Numbeo Cost of Living API,ities,25,
LeakedSource API,Security,11,
511NY API,New York City,8,
Subiz API,ustomer Service,5,
Tableau REST API,Application Development,11,
DeviantART RSS API,Art,5,
W3C Reporting API,Standards,3,
YClas API,lassifieds,7,
Crisp Platform API,Social,5,
ReviewTrust API,Feedback,7,
Chrome Credential Management API,Authentication,6,
humm API,Music,7,
CrowdStrike Falcon Respond API,Security,2,
CrowdStrike Falcon Intelligence API,Security,3,
StudentConnect API,Marketing,5,
Brafton API,ntent,3,
Open Source Initiative API,Licensing,2,
Tierion Data API,Data,3,
Tierion Hash API,Data,3,
virtualQ API,ustomer Service,3,
Manufaktura Controls API,Music,3,
minimesos API,Testing,3,
ChargeIO Merchant API,Payments,4,
Apizee ApiRTC API,WebRTC,4,
ilandcloud API,loud,4,
CCDA API,Medical,13,
ečv Slovakia Car Registration API,Auto,4,
Pretio API,Engagement,2,
Flipkart Books Category Feed API,mmerce,8,
W3C TV Control Specification API,TV,5,
EasySendy Pro API,Email,1,
VoicePing Enterprise Communication API,Mobile,3,
TM Forum Activation and Configuration API,Tools,3,
Microsoft Azure Cognitive Services Speaker Recognition API,Recognition,13,
Allmyles Payment API,Payments,3,
Stattleship API,Sports,5,
Fanpage Karma API,Analytics,5,
TM Forum Address API,Addresses,2,
ContentTools API,Editing,1,
TM Forum Agreement API,Tools,2,
Recruiterbox Backend API,Human Resources,4,
Predic8 Shop Demo API,API Education,13,
Tabex API,Data,10,
Trade Doubler Products API,Marketing,3,
TM Forum Billing Management API,Billing,1,
SOCAN Notification of Live Performance API,Music,3,
Mighty Slider API,Plugins,3,
TM Forum Onboarding API,Tools,3,
TM Forum Party Management API,Events,2,
Egnyte Events API,Enterprise,2,
Ravelin fraud detection API,Payments,8,
TM Forum Product Inventory Management API,Products,3,
Vitortec Contest Mega-Sena Lottery Results API,Gambling,5,
Walgreens Store Locator API,Location,11,
TM Forum Customer Management API,ustomer Relationship Management,2,
Kite Connect API,Financial,29,
Facebook Insights API,Marketing,25,
Central Statistics Office (CSO) StatBank API,Statistics,6,
Vitortec Order Tracking API,Transportation,2,
InTouch CRM API,ustomer Relationship Management,7,
Crowdynews Control API,Aggregation,2,
Line Bot API,Bots,40,
Polly API,Bots,7,
MLB GameDay XML Data Python API,Data,14,
Teamchat Bots API,Bots,2,
Stackshare API,Tools,13,
Microsoft Cognitive Services Entity Linking Intelligence Service API,Names,5,
World Weather Online Local City Weather API,Weather,14,
Gupshup Teamchat Bot API,Bots,2,
OpenSubtitles Subtitle Tools API,Subtitles,19,
Stitch Labs API,mmerce,5,
OCBC Bank Forex API,Banking,8,
OCBC Bank Branch Locator API,Banking,7,
Gupshup InApp Bot API,Bots,1,
ChartMogul Metrics API,Subscriptions,2,
Microsoft Azure Cognitive Services Face API,Recognition,11,
Payleven Point Pay API,Payments,2,
W3C Credential Management API,Data Mining,5,
EveryMatrix Web API,Games,6,
Bing Speech Recognition API,Voice,49,
Microsoft Azure Cognitive Services Text Analytics API,Text,9,
SoundCTL Real time Audio API,Audio,9,
Gupshup Slack Bot API,Bots,2,
Kik Bot API,Bots,27,
Square Register Android API,mmerce,6,
Microsoft Cognitive Services Knowledge Exploration Service API,Search,5,
Instaparser Text API,Text,5,
Euro Cup 2016 Live Scores API,Sports,18,
Facebook Messenger Platform Send API,Bots,36,
Fastest Live Scores API,Sports,25,
Ticketmaster Commerce API,mmerce,7,
Ticketmaster Partner API,Tickets,13,
Drupal Routing API,ntent Management,2,
Ticketmaster Publish API,Events,5,
Better Business Bureau API,Business,10,
Chegg Affiliate API,Education,15,
CityFALCON Financial News API,Financial,16,
World Weather Online Historical or Past Weather API,Weather,9,
Recruiterbox Openings API,Human Resources,4,
"World Weather Online Marine, Sailing, Surfing Weather API",Weather,13,
URL Sensei API,Domains,8,
Hoshinplan API,Business,3,
SoftGarden Career Websites API,Jobs,4,
Zeit Now API,loud,3,
Microsoft Azure Cognitive Services Computer Vision API,Recognition,24,
UK Electoral Roll API,Data,14,
W3C Payment Request API,Payments,9,
Travelbriefing.org public API,Database-as-a-Service,14,
NASA Planetary Data Systems (PDS) API,Data,5,
UAE Car Registration API,Auto,12,
Skills Profiler API,Database-as-a-Service,6,
G-LockApps API,Email,5,
Google AdSense Host API,Publishing,9,
NASA Predict the Sky API,Data,26,
neatly.io API,Dashboards,9,
Nudge Analytics API,Analytics,2,
Microsoft Azure Cognitive Services Bing Web Search API,Search,69,
Microsoft Azure Cognitive Services Bing Autosuggest API,Search,8,
Helioviewer Screenshots API,Astronomy,2,
Stride.ai TexSIE API,Analytics,7,
Orbit API,Intelligence,14,
Kumulos API,Application Development,4,
Soccerama.pro API,Data,16,
Chuck Norris Facts API,Entertainment,28,
EasySize API,mmerce,39,
Iterable API,Engagement,4,
leanIX Pathfinder API,Application Development,3,
Cogswell API,Messaging,3,
OpenFEC API,Voting,13,
myCloudData API,Database-as-a-Service,7,
Pincodes of India API,Postcodes,34,
Armchair Analysis NFL Data API,Sports,8,
Hexo API,Framework,3,
M-Files API,Documents,5,
AddTransit API,Transportation,5,
MediaBeacon API,Digital Asset Management,2,
Passable API,Security,3,
BNC Bitcoin Liquid EOD API,Financial,3,
BNC Digital Currency Exchange Rates API,Financial,13,
Worldbox API,Business,15,
Exoscale DNS API,loud,2,
eSign Genie API,Electronic Signature,16,
Prodigi Print API,Printing,2,
Gophish API,Open Source,68,
IATACodes API,Travel,28,
InstaUnite API,Management,3,
MediaMath API,Advertising,5,
Orange Form Filling France API,Forms,2,
Google Consumer Surveys API,Data,7,
Optimus Image Compression API,Images,6,
Orange Radio API,Media,17,
New Zealand Car Registration Number Lookup API,Auto,3,
PayTraq API,Accounting,4,
easyPDF API,PDF,12,
SRK FGC API,Games,4,
Accengage API,Notifications,7,
Anti Captcha API,ptcha,106,
Wizie API,Travel,12,
Boxalino Personalization API,ustomization,2,
Box Office Buz API,Movies,33,
BNC Bitcoin Liquid Index API,Financial,8,
CarmaLink GPS API,loud,4,
lknSuite API,URL Shortener,3,
Family Watchdog Sex Offender API,Identity,1458,
Open Collections API,Library,14,
LingoHub API,Translation,4,
SurveyRock API,Surveys,2,
Quintly API,Social,11,
Pitney Bowes GeoLife API,Location,0,
Pitney Bowes Geo911 API,Location,5,
Hyperglance API,loud,2,
Luxe Engine API,Games,2,
Keyyo API,Telephony,2,
Zara 4 API,Images,5,
Scops API,Data,9,
NZ Post ParcelAddress API,Shipping,3,
NZ Post ParcelTrack API,Shipping,3,
NZ Post ParcelNotification API,Shipping,5,
Emergency Number API,Emergency,45,
Omniata Event API,Business,2,
Omniata User State API,Business,2,
TigerConnect API,Healthcare,32,
SkidPaste API,Pastebin,3,
Filestack File API,Upload,9,
NuaPay API,Payments,5,
API2Task API,Tasks,8,
Agora Video API,WebRTC,7,
Proximi API,Location,15,
FoodFacts API,Food,97,
Bt.tn API,Internet of Things,5,
xamoom Integration API,Location,4,
Apcera API,llaboration,3,
Miradore API,Mobile,3,
Prayer Times API,Religion,164,
Plumb5 API,Marketing,5,
Docker Cloud Streaming API,loud,3,
Kaiko Bitcoin Blockchain API,Bitcoin,7,
Kwilt Photo Stream API,Photos,6,
Urban Things Bristol API,Transportation,3,
mChan API,TV,10,
Rebrickable API,Entertainment,9,
Kaiko Bitcoin Price Index (KXBT) API,Bitcoin,8,
Teosto API,Music,3,
Launch Library API,Astronomy,8,
Redlink API,Software-as-a-Service,5,
Mithril API,Data,3,
DeepGram API,Natural Language Processing,8,
Engine Yard Core API,Application Development,3,
Twingly LiveFeed API,Social,2,
Google Travel Partner API,Hotels,39,
Noble Recharge API,Payments,4,
INQStats API,Demographics,14,
Tolq API,Translation,3,
NAB Velocity API,Payments,2,
MultiWeb Pay API,Payments,7,
Kontakt.io API,Location,4,
Stormancer API,Games,4,
Windows Store Analytics API,Analytics,3,
TheDailyWTF API,News Services,6,
Pacejet Shipping Software API,Shipping,6,
AtoM API,Storage,4,
WeatherBug Pulse API,Weather,11,
Square Connect API,API,7,
societeinfo API,Directories,7,
Australia Car Registration API,Travel,33,
TwoJS API,Drawing,3,
Omise API,Payments,7,
IntelligenceBank API,Digital Asset Management,13,
AnyChart API,harts,50,
Parto Flight API,Air Travel,10,
JusPay API,Payments,14,
easyBacklog API,Agile,7,
MoBagel API,Analytics,4,
Concord Contract Lifecycle Management API,ntracts,6,
Orange Datavenue API,Big Data,2,
NASA Space Sounds API,Astronomy,21,
BBC Content Store API,News Services,24,
NASA's Mars Atmospheric Aggregation System (MAAS) API,Astronomy,17,
Drum ShareAnywhere API,Meetings,7,
ProPublica Campaign Finance API,Politics,12,
Blue Refraction Site Audit API,DevOps,2,
PNPLINE Web API,Shipping,4,
Ryft API,Intelligence,2,
Capital One SwiftID API,dit Cards,6,
Capital One Credit Offers API,dit Cards,14,
We Fact Hosting API,Hosting,3,
NASA LANCE-MODIS API,Images,10,
Sickweather Nightingale API,Health,9,
Samsung Simband API,Health,8,
CommerceJS API,mmerce,6,
MarketSpace Alert API,News Services,3,
FengShui API,Tools,12,
Ice And Fire API,Books,14,
allmysms HTTP API,Messaging,5,
NASA Fireball And Bolide Reports API,Astronomy,2,
Callinize API,Sales,3,
Pyton Leisure Portal API,Travel,4,
Datamuse API,Words,19,
Zender API,Email,2,
Font API,Fonts,5,
Japanese Morphological Analysis API,Japanese,1,
Japanese Keyword Extraction API,Japanese,4,
Ping API,API,19,
AutoScout24 API,Transportation,71,
Japanese Word Similarity API,Japanese,5,
NASA GIBS API,Images,17,
Objective Revision Evaluation Service API,Machine Learning,3,
DealsPricer API,mmerce,12,
Halo Metadata API,Games,3,
Halo Stats API,Games,6,
Nexxt Mobile Voice & SMS API,Telephony,5,
Chinese Text Project API,hinese,2,
Blitzr API,Music,13,
pdflayer API,Tools,11,
MineTools API,Games,12,
Shoprocket API,mmerce,4,
NASA PO.DAAC Dataset Metadata API,Data,2,
NASA PO.DAAC Granules Metadata API,Metadata,2,
NASA PO.DAAC Search Dataset API,Search,2,
Clearsite Content Filtering API,Images,7,
InterServer API,Hosting,2,
TrustPilot Business Unit API,Recommendations,3,
TrustPilot Invitation API,Recommendations,2,
TrustPilot Resources API,Recommendations,3,
Knurld Analysis API,Voice,2,
Wia API,Internet of Things,6,
TrustPilot Categories API,Recommendations,2,
NASA CO2 Virtual Data Environment API,Astronomy,6,
Knurld Consumer API,Voice,2,
Knurld Status API,Voice,2,
Knurld Session API,Voice,1,
Unbabel API,Translation,1,
NASA Earth API,Mapping,37,
Switch Payments API,Payments,10,
SpringRoll API,Education,4,
Market Prophit API,Stocks,27,
Druid API,Data,6,
Clash of Clans Developer API,Data,300,
Availity Claim Status API,Healthcare,10,
XE Currency Data API,urrency,22,
Key Terms Extraction API,Text,6,
OpenFIGI API,Financial,91,
Xignite BondsFile API,Financial,3,
Xignite GlobalOptionsFile API,Data,3,
NASA Astronomy Picture of the Day (APOD) API,Images,21,
Appreciation Engine API,Analytics,6,
Pressly API,ntent Management,19,
Pave API,Funding,4,
Gemini Account Status API,Bitcoin,3,
Caruma API,Auto,7,
UberRUSH API,Transportation,82,
SysAid API,Data,5,
Gemini Public API,Bitcoin,7,
Coinbase Exchange API,Bitcoin,5,
BitStamp Websocket API,Bitcoin,6,
Labelary API,Logistics,7,
TruValue Labs Insight360 ESG API,Data,7,
Cars.com Delta Listing API,Auto,12,
Dell Warranty Status API,Support,86,
Autochartist Technical Analysis API,Financial,14,
Cars.com Lead Capture API,Auto,3,
Sears Deals API,Products,6,
Sears Local Inventory API,Inventory,5,
Cisco PSIRT openVuln API,Security,6,
Oculus API,Games,12,
Sears Product Details API,Products,8,
Virgil Security API,Authentication,4,
Carnival API,Marketing,12,
Bookalope API,Documents,6,
Rosette API,Language,10,
Elasticode API,Application Development,3,
Knurld Verification API,Voice,6,
HTTP Library Test API,API,7,
Qymatix Predictive Sales Analytics API,Sales,5,
Ents24 API,Events,17,
Demographic Inquiry API,Location,7,
FNA Platform API,Financial,4,
Pepipost API,Email,5,
Deepviz API,Security,2,
Addrexx API,mmerce,5,
OpenStreetMap TagFinder API,lassification,10,
Intellexer API,Natural Language Processing,10,
mnubo API,Internet of Things,3,
SYSTRAN Multimodal API,Text,11,
Pimatic REST API,Home Automation,2,
Traity Insurance API,Reputation,5,
Catalyze.io Mock API,Healthcare,3,
FeedbackHub Invites API,Feedback,3,
Polarion Web Services API,Software-as-a-Service,7,
SYSTRAN Dictionary API,Dictionary,16,
Parcelhub Shipping API,Shipping,4,
Cricket [Unofficial] API,Sports,41,
Mapme API,Mapping,28,
QuickSet API,Home Automation,15,
Fieldbook API,Database,12,
Tallyfy API,Enterprise,6,
Reqres API,Tools,16,
Bitrefill API,Bitcoin,12,
Bookboon API,Books,28,
RocketReach API,Email,170,
Danish Car Registration Number API,Auto,5,
Norwegian Car Registration Lookup API,Auto,27,
UK & Irish Car Registration Lookups API,Auto,10,
Car Registrations in Spain API,Auto,9,
ThatNeedle NLP API,mmerce,5,
Google Knowledge Graph Search API,Search,36,
Beagle Sense API,Internet of Things,8,
Twitter Ads API,Advertising,41,
TextMagic SMS API,Messaging,5,
FeedSyndicate Weather API,Weather,2,
Enchant API,ustomer Service,2,
Kloudless Management API,Storage,3,
Flyr Foresight API,Air Travel,13,
RunRun.it API,Project Management,7,
Sensorist API,Home Automation,10,
Ontotext Image Analytics API,Images,7,
Honest Renter API,Rentals,7,
Appaloosa API,Applications,3,
Enketo API,Forms,6,
PinnacleCart RPC API,mmerce,2,
Horaires RATP API,Transportation,10,
Teak API,Marketing,6,
Resy API,Reservations,20,
QuantiModo API,Health,3,
PDFTron API,PDF,4,
GiftBit API,Gifts,6,
Zoho Books API,Accounting,9,
ArchivesSpace API,Database,3,
LED Lighting Facts API,Energy,5,
UMLS REST API,Medicine,19,
Imperavi API,Application Development,2,
Anchor Mobile API,Mobile,2,
Domoticz API,Home Automation,15,
Motion Node API,3D,5,
Sierra Wireless AirVantage API,Data,3,
Unbxd Search API,mmerce,3,
GTX-Messaging HTTP Gateway API,Mobile,7,
Sidecar Provision API,Backend,4,
ResponsiveVoice Text To Speech API,Text-to-Speech,47,
DeviceHub API,Internet of Things,9,
Mailgun Events API,Email,2,
Amadeus Flight Low-Fare Search API,Air Travel,11,
Verifica Targhe Italiane API,Auto,40,
Contentful Delivery API,ntent,3,
Amadeus Flight Inspiration Search API,Travel,8,
Houndify API,Voice,92,
Swrve Push API,Marketing,2,
Swrve Referrer API,Marketing,3,
Active Campaign API,Marketing,7,
NGRAIN API,Augmented Reality,4,
Images d'art API,Art,12,
VIDCOIN API,Advertising,4,
10Duke Identity Provider API,Identity,2,
Clever Banking API,Banking,10,
Visible Measures True Reach API,Advertising,2,
Infinispan API,ching,2,
Cognitec Facial Recognition API,Recognition,16,
Captcha Solutions API,ptcha,54,
Mobingi API,Application Development,3,
Tipimail API,Email,4,
Tervela Cloud FastPath API,loud,2,
DataCulture API,Automation,2,
Wind Serve DNS Check API,Domains,4,
PayPal Express Checkout API,Payments,2,
Paysera Notification API,Notifications,3,
Andritz eParcel API,File Sharing,1,
CDYNE Phone Notify! API,Telephony,5,
Weglot Translation API,Translation,40,
DirectToMX API,Email,4,
MediaSilo API,Media,4,
KWMASTER Serp Tracker API,Domains,2,
YYZ Translations API,Translation,3,
MaePaySoh API,Politics,24,
Qwasi API,ustomer Relationship Management,2,
Peanut Labs Publisher API,Monetization,3,
